"","State","date","Vaccination Percent","Percent","Forecast"
"592","WA",2021-08-24,NA,28.47,"False"
"593","WA",2021-08-25,NA,29.11,"False"
"594","WA",2021-08-26,NA,29.78,"False"
"595","WA",2021-08-27,NA,30.46,"False"
"596","WA",2021-08-28,NA,30.86,"False"
"597","WA",2021-08-29,NA,31.1,"False"
"598","WA",2021-08-30,NA,31.54,"False"
"599","WA",2021-08-31,NA,32.1,"False"
"600","WA",2021-09-01,NA,32.66,"False"
"601","WA",2021-09-02,NA,33.26,"False"
"602","WA",2021-09-03,NA,33.82,"False"
"603","WA",2021-09-04,NA,34.2,"False"
"604","WA",2021-09-05,NA,34.42,"False"
"605","WA",2021-09-06,NA,35.03,"False"
"606","WA",2021-09-07,NA,35.65,"False"
"607","WA",2021-09-08,NA,36.26,"False"
"608","WA",2021-09-09,NA,36.93,"False"
"609","WA",2021-09-10,NA,37.55,"False"
"610","WA",2021-09-11,NA,37.93,"False"
"611","WA",2021-09-12,NA,38.24,"False"
"612","WA",2021-09-13,NA,38.8,"False"
"613","WA",2021-09-14,NA,39.35,"False"
"614","WA",2021-09-15,NA,39.91,"False"
"615","WA",2021-09-16,NA,40.5,"False"
"616","WA",2021-09-17,NA,41.08,"False"
"617","WA",2021-09-18,NA,41.48,"False"
"618","WA",2021-09-19,NA,41.83,"False"
"619","WA",2021-09-20,NA,42.33,"False"
"620","WA",2021-09-21,NA,42.84,"False"
"621","WA",2021-09-22,NA,43.36,"False"
"622","WA",2021-09-23,NA,43.91,"False"
"623","WA",2021-09-24,NA,44.48,"False"
"624","WA",2021-09-25,NA,44.78,"False"
"625","WA",2021-09-26,NA,45.05,"False"
"626","WA",2021-09-27,NA,45.27,"False"
"627","WA",2021-09-28,NA,45.86,"False"
"628","WA",2021-09-29,NA,46.45,"False"
"629","WA",2021-09-30,NA,47.08,"False"
"630","WA",2021-10-01,NA,47.65,"False"
"631","WA",2021-10-02,NA,48.09,"False"
"632","WA",2021-10-03,NA,48.45,"False"
"633","WA",2021-10-04,NA,48.98,"False"
"634","WA",2021-10-05,NA,49.54,"False"
"635","WA",2021-10-06,NA,50.09,"False"
"636","WA",2021-10-07,NA,50.69,"False"
"637","WA",2021-10-08,NA,51.26,"False"
"638","WA",2021-10-09,NA,51.7,"False"
"639","WA",2021-10-10,NA,52.03,"False"
